taxonomy	Kingdom	Phylum	Class	Order	Family	Genus
ASV_6013	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6014	Bacteria	Verrucomicrobiota	Verrucomicrobiae	UA11	NA	NA
ASV_6015	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6016	Bacteria	Acidobacteriota	Blastocatellia	NA	NA	NA
ASV_6017	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_6018	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_6019	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_602	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6020	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6021	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_6022	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_6023	Bacteria	Actinobacteriota	Actinobacteria	FFCH16263	NA	NA
ASV_6024	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_6025	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6026	Bacteria	Patescibacteria	NA	NA	NA	NA
ASV_6027	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_6028	Bacteria	Patescibacteria	NA	NA	NA	NA
ASV_6029	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_603	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6030	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Actimicrobium
ASV_6031	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6032	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6033	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6034	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_6035	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6036	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_6037	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_6038	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6039	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
ASV_604	Bacteria	NA	NA	NA	NA	NA
ASV_6040	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
ASV_6041	Bacteria	NA	NA	NA	NA	NA
ASV_6042	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6043	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_6044	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_6045	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_6046	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6047	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_6048	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_6049	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_605	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_6050	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6051	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_6052	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA
ASV_6053	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_6054	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
ASV_6055	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_6056	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_6057	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6058	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_6059	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_606	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_6060	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6061	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	NA
ASV_6062	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_6063	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6064	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola
ASV_6065	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_6066	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_6067	Bacteria	WS1	NA	NA	NA	NA
ASV_6068	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_6069	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_607	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_6070	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA
ASV_6071	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6072	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_6073	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_6074	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_6075	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6076	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_6077	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_6078	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6079	Bacteria	NA	NA	NA	NA	NA
ASV_608	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_6080	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 15	NA	NA
ASV_6081	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Luteipulveratus
ASV_6082	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
ASV_6083	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6084	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6085	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_6086	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_6087	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_6088	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_6089	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_609	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_6090	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_6091	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_6092	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_6093	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_6094	Bacteria	NA	NA	NA	NA	NA
ASV_6095	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_6096	Bacteria	NA	NA	NA	NA	NA
ASV_6097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_6098	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
ASV_6099	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_61	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
ASV_610	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6100	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_6101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_6102	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6103	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA
ASV_6104	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6105	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_6106	Bacteria	NA	NA	NA	NA	NA
ASV_6107	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter
ASV_6108	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV_6109	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora
ASV_611	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6110	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6111	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
ASV_6112	Bacteria	NA	NA	NA	NA	NA
ASV_6113	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
ASV_6114	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA
ASV_6115	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_6116	Bacteria	Chloroflexi	OLB14	NA	NA	NA
ASV_6117	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6118	Bacteria	NA	NA	NA	NA	NA
ASV_6119	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Thermostilla
ASV_612	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_6120	Bacteria	NA	NA	NA	NA	NA
ASV_6121	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_6122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_6123	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_6124	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6125	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_6126	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_6127	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_6128	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	NA
ASV_6129	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_613	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_6130	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_6131	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV_6132	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_6133	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV_6134	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6135	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_6136	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_6137	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium
ASV_6138	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_6139	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_614	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_6140	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	NA
ASV_6141	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_6142	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_6143	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_6144	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_6145	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6146	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_6147	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
ASV_6148	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella
ASV_6149	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_615	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_6150	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_6151	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_6152	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_6153	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Luethyella
ASV_6154	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA
ASV_6155	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6156	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_6157	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_6158	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_6159	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_616	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_6160	Bacteria	NA	NA	NA	NA	NA
ASV_6161	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_6162	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_6163	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_6164	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
ASV_6165	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_6166	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter
ASV_6167	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_6168	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6169	Bacteria	NA	NA	NA	NA	NA
ASV_617	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6170	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_6171	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_6172	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_6173	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
ASV_6174	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_6175	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
ASV_6176	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6177	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
ASV_6178	Bacteria	Patescibacteria	NA	NA	NA	NA
ASV_6179	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_618	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
ASV_6180	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6181	Bacteria	Bdellovibrionota	Oligoflexia	053A03-B-DI-P58	NA	NA
ASV_6182	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6183	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_6184	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067
ASV_6185	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6186	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia
ASV_6187	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_6188	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6189	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
ASV_619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
ASV_6190	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_6191	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
ASV_6192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
ASV_6193	Bacteria	NA	NA	NA	NA	NA
ASV_6194	Bacteria	Chloroflexi	Chloroflexia	Elev-1554	NA	NA
ASV_6195	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
ASV_6196	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
ASV_6197	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6198	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_6199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_62	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA
ASV_620	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_6200	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6201	Bacteria	NA	NA	NA	NA	NA
ASV_6202	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_6203	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6204	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6205	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
ASV_6206	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	NA
ASV_6207	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6208	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_6209	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_621	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_6210	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_6211	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6212	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_6213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_6214	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6215	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_6216	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6217	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_6218	Bacteria	FCPU426	NA	NA	NA	NA
ASV_6219	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_622	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_6220	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6221	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV_6222	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_6223	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6224	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA
ASV_6225	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	NA
ASV_6226	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_6227	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_6229	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_623	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA
ASV_6230	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
ASV_6231	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6232	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_6233	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_6234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_6235	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6236	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_6237	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6238	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6239	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus
ASV_624	Bacteria	Patescibacteria	ABY1	NA	NA	NA
ASV_6240	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_6241	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_6242	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_6243	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella
ASV_6244	Bacteria	NA	NA	NA	NA	NA
ASV_6245	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6246	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_6247	Bacteria	Acidobacteriota	Blastocatellia	NA	NA	NA
ASV_6248	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6249	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA
ASV_625	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_6250	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_6251	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_6252	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_6253	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6254	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix
ASV_6255	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV_6256	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_6257	Bacteria	NA	NA	NA	NA	NA
ASV_6258	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA
ASV_6259	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_626	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6260	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
ASV_6261	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_6262	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA
ASV_6263	Bacteria	NA	NA	NA	NA	NA
ASV_6264	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516
ASV_6265	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6266	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_6267	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niveitalea
ASV_6268	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
ASV_6269	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
ASV_627	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA
ASV_6270	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
ASV_6271	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_6272	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_6273	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	NA
ASV_6274	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
